0.01045504	0.33325583
0.012644596	0.33325505
0.038893126	0.33314726
0.042299554	0.33299232
0.045215935	0.33283746
0.048572592	0.33247644
0.052178357	0.33196086
0.055091128	0.33129072
0.05831023	0.33046603
0.061717276	0.32938367
0.06548471	0.3279921
0.06896908	0.3262914
0.07210281	0.32474533
0.07650349	0.3223747
0.081978455	0.319901
0.089596525	0.31582975
0.09413051	0.3134592
0.102119125	0.31000635
0.11024067	0.30727494
0.11754822	0.30495584
0.12596135	0.303152
0.1333209	0.301812
0.14321749	0.3009872
0.15233728	0.30067778
0.16004981	0.30062604
0.16940357	0.3008319
0.1788622	0.30129546
0.18931617	0.3019136
0.19792241	0.3026348
0.20539272	0.3034076
0.21632649	0.3041288
0.22616117	0.30510768
0.23820144	0.30624112
0.24903086	0.30732307
0.26035234	0.30830193
0.27017927	0.3091778
0.28176543	0.31010514
0.29676625	0.31134164
0.31179446	0.3124751
0.3243637	0.31355706
0.3382736	0.31453595
0.3545267	0.3155148
0.37524995	0.31675127
0.40013832	0.3180908
0.42352754	0.31927574
0.44828367	0.32040915
0.4780148	0.321491
0.5160511	0.3227274
0.551637	0.3237577
0.5970031	0.3248395
0.6525143	0.32602432
0.7026952	0.32679695
0.7623633	0.32772416
0.8291426	0.3285998
0.8995455	0.32926935
0.985616	0.33014497
1.0799203	0.330866
1.1832471	0.33153552
1.2837154	0.33205047
1.3756211	0.33235937
1.5641131	0.33271953
1.73077	0.33282217
1.87309	0.33297643
7.864243	0.33302194
8.745254	0.33296996
9.700971	0.33286646
10.655334	0.33250535
11.732517	0.3320927
12.760057	0.33157706
13.877542	0.3307007
15.2803545	0.32951513
16.577463	0.3279689
17.851936	0.3264227
19.704857	0.32394883
22.18379	0.3202382
28.819191	0.31199232
31.034637	0.3098793
33.173935	0.3084362
35.112278	0.30735382
38.187164	0.30611676
41.634277	0.30554956
44.83583	0.30565232
48.045837	0.30606425
51.485764	0.30668232
56.13403	0.3074034
60.153137	0.30817604
65.09981	0.30884558
68.904495	0.30915454
74.020035	0.3092573
80.30431	0.30889624
85.20692	0.30817458
89.51992	0.30714378
94.98429	0.30549458
100.53299	0.30317548
104.32484	0.30132025
108.79537	0.29915583
112.06517	0.29693994
115.43289	0.29441485
118.90135	0.29147753
121.56999	0.28848872
126.776695	0.28400543
128.03255	0.2818927
130.90523	0.27818245
135.1693	0.2731839
139.91449	0.26607266
144.47008	0.25968283
148.0753	0.254942
152.14334	0.24855217
157.0978	0.24262612
160.62238	0.23876129
165.44742	0.23505102
169.99904	0.23252594
176.41176	0.23113449
181.2688	0.23077367
186.26094	0.2311858
190.44832	0.23195864
192.81612	0.23288614
198.12766	0.23401967
201.58566	0.23577161
206.1195	0.23752353
210.75636	0.23979075
215.49712	0.24185185
219.80235	0.24453132
225.86032	0.24705616
232.66139	0.2506116
239.66618	0.25370327
245.05807	0.25612506
250.57164	0.25870144
258.1149	0.26148394
267.86267	0.264421
277.29205	0.26699734
284.23087	0.269213
296.424	0.27168626
309.90442	0.27410796
326.40833	0.2769419
349.7882	0.2805487
371.15485	0.28317645
394.8014	0.28606185
413.77457	0.28807133
436.88434	0.29013228
454.49854	0.29172954
477.516	0.2932237
499.22763	0.2947694
520.6387	0.29621208
552.437	0.29796383
590.5352	0.29956096
626.60187	0.3012097
676.4642	0.30285832
721.33234	0.30445546
782.588	0.30605254
857.4741	0.3077011
934.8979	0.30940124
1024.357	0.31089523
1119.6094	0.31249228
1223.7178	0.31398627
1337.5049	0.31532568
1447.5021	0.31656206
1543.5043	0.31769544
1645.8688	0.31851965
1763.7139	0.31949842
1880.6833	0.32037416
2015.3423	0.32140446
2213.6387	0.3224862
2401.6047	0.32336184
2631.401	0.3244436
2977.2485	0.32567978
3335.4414	0.32691604
3755.2256	0.32804918
4280.361	0.3290277
4988.574	0.32990307
5452.3926	0.330418
6003.6406	0.33082983
6826.2783	0.33119
7666.381	0.33139563
8588.621	0.33139515
9503.733	0.33139473
10913.188	0.3313426
12562.62	0.3309813
14354.569	0.33031088
16200.857	0.329692
17926.914	0.32891864
20789.693	0.32773283
23696.432	0.32644403
26876.512	0.32515526
30408.193	0.323918
34488.98	0.32257771
39021.168	0.32185578
44477.227	0.32118535
49704.676	0.32092723
54729.703	0.32092685
61617.105	0.32097787
67679.29	0.32123512
72883.805	0.32159552
81450.5	0.32211035
93762.195	0.3230373
105823.695	0.32417044
120920.695	0.32535508
151019.12	0.32777604
183101.48	0.32973337
210259.47	0.33117563
244444.36	0.33225712
277254.1	0.33287492
292011.8	0.33308083
308315.5	0.33328673
2975169.5	0.33327723
